,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner,Unnamed: 32_level_0,Heaves,Heaves
9,10.0,Houston Rockets,82,19830,0.433,12.6,,0.774,0.281,0.151,0.118,0.225,0.226,,0.463,0.577,0.426,0.367,0.395,0.332,,0.531,0.832,,0.035,193,,0.229,772,,0.26,0.391,,9.0,0.0
10,11.0,Indiana Pacers*,82,19730,0.444,12.9,,0.755,0.283,0.141,0.133,0.198,0.245,,0.475,0.603,0.431,0.363,0.398,0.349,,0.531,0.815,,0.042,249,,0.231,778,,0.239,0.376,,12.0,0.0
11,12.0,Los Angeles Clippers*,82,19805,0.465,11.9,,0.869,0.248,0.174,0.206,0.242,0.131,,0.483,0.593,0.467,0.469,0.392,0.344,,0.537,0.886,,0.032,186,,0.2,713,,0.217,0.393,,14.0,0.0
12,13.0,Los Angeles Lakers*,82,19855,0.453,12.8,,0.76,0.304,0.121,0.106,0.229,0.24,,0.486,0.6,0.439,0.396,0.4,0.349,,0.515,0.864,,0.053,322,,0.23,811,,0.186,0.38,,13.0,0.0
13,14.0,Memphis Grizzlies*,82,19855,0.448,12.0,,0.742,0.328,0.145,0.092,0.178,0.258,,0.474,0.603,0.372,0.335,0.392,0.374,,0.494,0.885,,0.051,275,,0.254,869,,0.304,0.386,,8.0,0.0
14,15.0,Miami Heat*,82,19755,0.478,11.4,,0.773,0.34,0.162,0.094,0.177,0.227,,0.517,0.669,0.406,0.36,0.411,0.345,,0.485,0.924,,0.084,499,,0.235,861,,0.284,0.401,,16.0,1.0
15,16.0,Milwaukee Bucks*,82,19855,0.453,11.4,,0.797,0.339,0.134,0.132,0.192,0.203,,0.472,0.575,0.39,0.395,0.4,0.38,,0.536,0.878,,0.043,266,,0.267,928,,0.295,0.401,,2.0,0.0
16,17.0,Minnesota Timberwolves,82,19855,0.456,12.5,,0.851,0.285,0.118,0.145,0.304,0.149,,0.478,0.601,0.441,0.406,0.41,0.329,,0.57,0.797,,0.048,289,,0.215,712,,0.197,0.414,,19.0,0.0
17,18.0,New Jersey Nets*,82,19780,0.44,12.9,,0.771,0.299,0.114,0.102,0.257,0.229,,0.472,0.569,0.393,0.36,0.44,0.33,,0.634,0.893,,0.052,292,,0.216,677,,0.269,0.373,,16.0,1.0
18,19.0,New Orleans/Oklahoma City Hornets,82,19805,0.44,11.2,,0.862,0.324,0.133,0.139,0.267,0.138,,0.457,0.572,0.364,0.363,0.411,0.339,,0.497,0.873,,0.05,284,,0.254,823,,0.234,0.386,,8.0,0.0
19,20.0,New York Knicks,82,19930,0.455,10.0,,0.858,0.383,0.161,0.108,0.205,0.142,,0.47,0.573,0.391,0.361,0.397,0.362,,0.479,0.844,,0.063,353,,0.3,938,,0.381,0.395,,15.0,0.0
20,21.0,Orlando Magic,82,19905,0.472,10.9,,0.871,0.358,0.125,0.13,0.258,0.129,,0.486,0.599,0.385,0.398,0.424,0.376,,0.474,0.863,,0.075,419,,0.257,825,,0.198,0.449,,12.0,0.0
21,22.0,Philadelphia 76ers,82,19905,0.458,11.1,,0.842,0.328,0.15,0.145,0.22,0.158,,0.476,0.59,0.416,0.395,0.401,0.364,,0.502,0.891,,0.069,421,,0.234,746,,0.263,0.399,,6.0,0.0
22,23.0,Phoenix Suns*,82,19955,0.479,14.4,,0.707,0.254,0.089,0.104,0.26,0.293,,0.511,0.662,0.413,0.415,0.437,0.399,,0.569,0.84,,0.041,275,,0.199,874,,0.286,0.42,,10.0,0.0
23,24.0,Portland Trail Blazers,82,19730,0.445,11.9,,0.834,0.31,0.143,0.097,0.283,0.166,,0.464,0.599,0.367,0.407,0.386,0.349,,0.485,0.86,,0.05,281,,0.233,780,,0.283,0.363,,16.0,1.0
24,25.0,Sacramento Kings*,82,19830,0.454,13.3,,0.783,0.281,0.118,0.07,0.315,0.217,,0.483,0.628,0.427,0.382,0.397,0.351,,0.566,0.874,,0.04,246,,0.225,847,,0.247,0.365,,10.0,0.0
25,26.0,San Antonio Spurs*,82,19805,0.472,11.8,,0.785,0.295,0.187,0.109,0.194,0.215,,0.496,0.657,0.407,0.399,0.39,0.385,,0.504,0.901,,0.03,170,,0.254,1005,,0.408,0.432,,8.0,0.0
26,27.0,Seattle SuperSonics,82,19830,0.459,12.5,,0.757,0.275,0.173,0.124,0.184,0.243,,0.487,0.615,0.42,0.401,0.415,0.371,,0.481,0.836,,0.054,318,,0.2,741,,0.207,0.412,,19.0,0.0
27,28.0,Toronto Raptors,82,19955,0.454,12.9,,0.756,0.279,0.135,0.128,0.214,0.244,,0.479,0.584,0.431,0.376,0.433,0.375,,0.449,0.842,,0.039,236,,0.207,708,,0.352,0.382,,13.0,1.0
28,29.0,Utah Jazz,82,19880,0.442,11.7,,0.851,0.348,0.097,0.109,0.297,0.149,,0.461,0.588,0.337,0.389,0.378,0.336,,0.62,0.846,,0.032,181,,0.289,1004,,0.129,0.37,,10.0,1.0
29,30.0,Washington Wizards*,82,19830,0.447,12.6,,0.791,0.287,0.164,0.093,0.247,0.209,,0.471,0.638,0.354,0.388,0.385,0.357,,0.463,0.757,,0.047,299,,0.223,853,,0.179,0.356,,10.0,0.0
30,,League Average,82,19853,0.454,12.2,,0.798,0.309,0.133,0.119,0.236,0.202,,0.478,0.601,0.4,0.391,0.405,0.358,,0.523,0.851,,0.049,288,,0.239,836,,0.27,0.39,,12.4,0.3
