,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner,Unnamed: 32_level_0,Heaves,Heaves
13,14.0,Los Angeles Lakers*,72,17455,0.472,13.5,,0.637,0.288,0.167,0.105,0.077,0.363,,0.539,0.701,0.434,0.403,0.35,0.354,,0.506,0.877,,0.065,344,,0.282,1046,,0.25,0.367,,10.0,0.0
14,15.0,Memphis Grizzlies*,72,17405,0.467,13.0,,0.658,0.251,0.221,0.141,0.046,0.342,,0.525,0.661,0.443,0.453,0.393,0.356,,0.543,0.872,,0.051,297,,0.261,959,,0.258,0.377,,4.0,0.0
15,16.0,Miami Heat*,72,17380,0.468,14.8,,0.568,0.247,0.161,0.096,0.064,0.432,,0.553,0.719,0.437,0.427,0.391,0.358,,0.562,0.893,,0.057,309,,0.255,910,,0.239,0.361,,14.0,0.0
16,17.0,Milwaukee Bucks*,72,17330,0.487,14.6,,0.596,0.255,0.155,0.104,0.082,0.404,,0.554,0.717,0.419,0.457,0.426,0.389,,0.468,0.782,,0.059,348,,0.26,1001,,0.211,0.407,,9.0,0.0
17,18.0,Minnesota Timberwolves,72,17405,0.448,13.7,,0.587,0.299,0.172,0.061,0.054,0.413,,0.518,0.65,0.391,0.363,0.362,0.349,,0.532,0.835,,0.059,329,,0.311,1098,,0.208,0.362,,8.0,0.0
18,19.0,New Orleans Pelicans,72,17430,0.477,12.6,,0.658,0.336,0.165,0.087,0.071,0.342,,0.544,0.66,0.413,0.414,0.457,0.348,,0.526,0.871,,0.06,348,,0.345,1230,,0.237,0.345,,17.0,3.0
19,20.0,New York Knicks*,72,17430,0.456,13.5,,0.653,0.254,0.19,0.118,0.091,0.347,,0.49,0.637,0.385,0.407,0.411,0.392,,0.416,0.842,,0.054,300,,0.262,829,,0.283,0.426,,5.0,0.0
20,21.0,Oklahoma City Thunder,72,17355,0.441,13.7,,0.601,0.278,0.2,0.074,0.05,0.399,,0.509,0.635,0.401,0.41,0.381,0.339,,0.455,0.824,,0.048,275,,0.314,1031,,0.188,0.375,,16.0,1.0
21,22.0,Orlando Magic,72,17330,0.429,14.4,,0.644,0.201,0.212,0.121,0.109,0.356,,0.476,0.652,0.386,0.424,0.388,0.343,,0.469,0.827,,0.036,197,,0.258,838,,0.15,0.359,,10.0,0.0
22,23.0,Philadelphia 76ers*,72,17430,0.476,13.7,,0.653,0.241,0.203,0.117,0.092,0.347,,0.531,0.672,0.436,0.479,0.438,0.374,,0.452,0.894,,0.056,321,,0.244,819,,0.261,0.417,,9.0,0.0
23,24.0,Phoenix Suns*,72,17480,0.49,14.9,,0.608,0.211,0.158,0.148,0.091,0.392,,0.563,0.718,0.47,0.509,0.454,0.378,,0.524,0.849,,0.039,232,,0.215,843,,0.265,0.43,,11.0,0.0
24,25.0,Portland Trail Blazers*,72,17305,0.453,15.6,,0.552,0.244,0.133,0.085,0.089,0.448,,0.509,0.637,0.378,0.439,0.422,0.385,,0.405,0.693,,0.033,183,,0.254,937,,0.159,0.393,,10.0,0.0
25,26.0,Sacramento Kings,72,17305,0.481,13.6,,0.624,0.249,0.213,0.106,0.056,0.376,,0.551,0.717,0.432,0.479,0.4,0.364,,0.516,0.805,,0.062,359,,0.26,931,,0.212,0.422,,12.0,0.0
26,27.0,San Antonio Spurs,72,17480,0.462,13.3,,0.686,0.24,0.199,0.142,0.105,0.314,,0.514,0.658,0.435,0.433,0.444,0.35,,0.492,0.877,,0.035,204,,0.281,1019,,0.2,0.377,,5.0,0.0
27,28.0,Toronto Raptors,72,17305,0.448,14.9,,0.556,0.236,0.194,0.065,0.061,0.444,,0.512,0.662,0.407,0.409,0.375,0.368,,0.483,0.822,,0.051,280,,0.286,969,,0.225,0.388,,11.0,0.0
28,29.0,Utah Jazz*,72,17355,0.468,15.5,,0.512,0.207,0.201,0.069,0.035,0.488,,0.544,0.703,0.443,0.448,0.372,0.389,,0.444,0.763,,0.058,325,,0.225,786,,0.254,0.408,,13.0,0.0
29,30.0,Washington Wizards*,72,17405,0.475,13.6,,0.681,0.199,0.268,0.101,0.114,0.319,,0.533,0.695,0.515,0.408,0.402,0.351,,0.501,0.88,,0.055,320,,0.299,1074,,0.231,0.369,,9.0,0.0
30,,League Average,72,17381,0.466,14.1,,0.608,0.254,0.186,0.096,0.072,0.392,,0.53,0.675,0.428,0.435,0.409,0.367,,0.502,0.826,,0.054,303,,0.272,960,,0.222,0.395,,10.5,0.3
