,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner,Unnamed: 32_level_0,Heaves,Heaves
9,10.0,Indiana Pacers*,82,19905,0.441,12.0,,0.831,0.278,0.163,0.163,0.226,0.169,,0.461,0.632,0.357,0.369,0.392,0.339,,0.623,0.876,,0.043,270,,0.222,828,,0.222,0.31,,5.0,0.0
10,11.0,Los Angeles Clippers,82,19755,0.437,11.1,,0.818,0.317,0.194,0.137,0.17,0.182,,0.46,0.591,0.404,0.334,0.382,0.331,,0.518,0.869,,0.05,300,,0.244,845,,0.152,0.341,,19.0,0.0
11,12.0,Los Angeles Lakers*,82,19930,0.451,12.3,,0.801,0.283,0.159,0.134,0.225,0.199,,0.475,0.641,0.385,0.352,0.402,0.356,,0.571,0.864,,0.077,489,,0.185,678,,0.243,0.346,,11.0,0.0
12,13.0,Memphis Grizzlies,82,19930,0.452,11.9,,0.81,0.287,0.173,0.132,0.218,0.19,,0.473,0.614,0.404,0.377,0.399,0.365,,0.584,0.822,,0.061,371,,0.204,728,,0.258,0.421,,13.0,0.0
13,14.0,Miami Heat,82,19830,0.412,12.9,,0.831,0.251,0.127,0.154,0.299,0.169,,0.432,0.561,0.391,0.362,0.378,0.316,,0.519,0.825,,0.034,183,,0.202,681,,0.278,0.359,,20.0,0.0
14,15.0,Milwaukee Bucks*,82,19905,0.457,12.6,,0.771,0.267,0.136,0.191,0.177,0.229,,0.478,0.599,0.406,0.431,0.403,0.383,,0.527,0.899,,0.029,171,,0.218,819,,0.259,0.352,,13.0,0.0
15,16.0,Minnesota Timberwolves*,82,19805,0.466,12.3,,0.882,0.249,0.15,0.156,0.327,0.118,,0.479,0.622,0.435,0.42,0.418,0.368,,0.632,0.851,,0.043,278,,0.187,704,,0.239,0.37,,7.0,1.0
16,17.0,New Jersey Nets*,82,19755,0.441,11.3,,0.842,0.34,0.133,0.112,0.258,0.158,,0.462,0.603,0.371,0.362,0.366,0.332,,0.617,0.89,,0.069,406,,0.24,843,,0.19,0.389,,11.0,0.0
17,18.0,New Orleans Hornets*,82,19905,0.435,12.0,,0.839,0.278,0.132,0.187,0.241,0.161,,0.447,0.563,0.392,0.402,0.377,0.376,,0.582,0.854,,0.043,259,,0.215,703,,0.251,0.43,,6.0,0.0
18,19.0,New York Knicks,82,19855,0.441,13.5,,0.765,0.21,0.145,0.188,0.222,0.235,,0.459,0.554,0.437,0.436,0.403,0.383,,0.555,0.807,,0.017,102,,0.174,607,,0.263,0.425,,12.0,0.0
19,20.0,Orlando Magic*,82,19805,0.436,13.5,,0.765,0.292,0.08,0.098,0.295,0.235,,0.46,0.557,0.381,0.388,0.408,0.357,,0.515,0.792,,0.035,218,,0.232,789,,0.188,0.341,,9.0,0.0
20,21.0,Philadelphia 76ers*,82,19855,0.448,10.1,,0.881,0.367,0.144,0.169,0.202,0.119,,0.466,0.58,0.407,0.352,0.398,0.311,,0.567,0.91,,0.032,199,,0.311,1092,,0.283,0.345,,6.0,1.0
21,22.0,Phoenix Suns*,82,19805,0.443,11.2,,0.83,0.323,0.148,0.147,0.213,0.17,,0.464,0.575,0.395,0.386,0.398,0.343,,0.53,0.85,,0.055,339,,0.251,862,,0.361,0.398,,14.0,0.0
22,23.0,Portland Trail Blazers*,82,19855,0.46,11.4,,0.823,0.317,0.159,0.132,0.215,0.177,,0.488,0.635,0.407,0.42,0.374,0.33,,0.585,0.881,,0.059,350,,0.237,884,,0.235,0.356,,22.0,0.0
23,24.0,Sacramento Kings*,82,19830,0.464,12.5,,0.816,0.282,0.142,0.099,0.293,0.184,,0.482,0.652,0.38,0.375,0.405,0.381,,0.583,0.874,,0.048,308,,0.208,891,,0.362,0.431,,25.0,0.0
24,25.0,San Antonio Spurs*,82,19830,0.462,11.2,,0.798,0.313,0.189,0.133,0.163,0.202,,0.489,0.634,0.423,0.388,0.371,0.354,,0.499,0.909,,0.058,322,,0.249,900,,0.4,0.376,,10.0,0.0
25,26.0,Seattle SuperSonics,82,19855,0.437,12.6,,0.804,0.247,0.177,0.129,0.25,0.196,,0.458,0.633,0.366,0.426,0.366,0.353,,0.56,0.906,,0.037,221,,0.197,763,,0.268,0.344,,10.0,0.0
26,27.0,Toronto Raptors,82,19805,0.427,12.4,,0.821,0.278,0.135,0.144,0.263,0.179,,0.446,0.586,0.366,0.381,0.374,0.343,,0.51,0.829,,0.042,259,,0.189,643,,0.272,0.389,,10.0,0.0
27,28.0,Utah Jazz*,82,19780,0.468,11.1,,0.896,0.337,0.111,0.139,0.31,0.104,,0.481,0.634,0.338,0.392,0.406,0.349,,0.713,0.884,,0.039,231,,0.273,1001,,0.2,0.391,,10.0,1.0
28,29.0,Washington Wizards,82,19830,0.44,12.7,,0.873,0.231,0.13,0.203,0.309,0.127,,0.459,0.623,0.313,0.423,0.422,0.312,,0.541,0.893,,0.043,265,,0.176,621,,0.276,0.335,,2.0,0.0
29,,League Average,82,19841,0.442,12.1,,0.818,0.286,0.15,0.146,0.236,0.182,,0.463,0.603,0.384,0.388,0.389,0.349,,0.56,0.852,,0.047,285,,0.218,779,,0.257,0.369,,12.0,0.2
