,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner,Unnamed: 32_level_0,Heaves,Heaves
9,10.0,Houston Rockets,82,19980,0.428,13.0,,0.777,0.295,0.108,0.103,0.271,0.223,,0.455,0.587,0.348,0.355,0.391,0.335,,0.457,0.829,,0.052,298,,0.218,760,,0.241,0.35,,15.0,0.0
10,11.0,Indiana Pacers*,82,19905,0.446,12.4,,0.818,0.236,0.193,0.168,0.222,0.182,,0.47,0.639,0.408,0.389,0.405,0.339,,0.601,0.896,,0.052,311,,0.178,655,,0.288,0.384,,11.0,0.0
11,12.0,Los Angeles Clippers,82,19805,0.445,11.3,,0.828,0.261,0.23,0.184,0.153,0.172,,0.464,0.632,0.404,0.38,0.369,0.356,,0.523,0.919,,0.056,342,,0.183,673,,0.113,0.408,,9.0,0.0
12,13.0,Los Angeles Lakers*,82,19780,0.461,12.3,,0.79,0.28,0.167,0.137,0.206,0.21,,0.489,0.657,0.414,0.403,0.379,0.354,,0.539,0.902,,0.078,489,,0.178,692,,0.257,0.419,,15.0,1.0
13,14.0,Memphis Grizzlies,82,19780,0.436,11.6,,0.832,0.288,0.176,0.135,0.233,0.168,,0.462,0.622,0.362,0.37,0.394,0.307,,0.613,0.723,,0.075,445,,0.188,640,,0.215,0.352,,11.0,0.0
14,15.0,Miami Heat,82,19930,0.439,12.9,,0.859,0.238,0.134,0.164,0.323,0.141,,0.454,0.638,0.389,0.37,0.388,0.347,,0.556,0.894,,0.047,267,,0.174,642,,0.305,0.416,,19.0,1.0
15,16.0,Milwaukee Bucks,82,19905,0.462,13.1,,0.759,0.237,0.126,0.236,0.16,0.241,,0.49,0.571,0.466,0.466,0.425,0.375,,0.55,0.841,,0.036,215,,0.179,635,,0.268,0.399,,18.0,0.0
16,17.0,Minnesota Timberwolves*,82,19805,0.461,12.4,,0.848,0.236,0.175,0.151,0.286,0.152,,0.476,0.629,0.42,0.426,0.409,0.378,,0.604,0.793,,0.037,235,,0.172,669,,0.211,0.398,,9.0,0.0
17,18.0,New Jersey Nets*,82,19830,0.446,11.6,,0.825,0.327,0.135,0.133,0.23,0.175,,0.469,0.61,0.382,0.361,0.383,0.338,,0.62,0.876,,0.077,463,,0.217,800,,0.193,0.364,,18.0,0.0
18,19.0,New York Knicks,82,19805,0.432,12.5,,0.794,0.246,0.159,0.19,0.198,0.206,,0.453,0.556,0.419,0.403,0.399,0.353,,0.566,0.829,,0.021,124,,0.202,704,,0.271,0.354,,5.0,1.0
19,20.0,Orlando Magic*,82,19830,0.448,12.9,,0.759,0.294,0.113,0.109,0.242,0.241,,0.471,0.61,0.377,0.369,0.394,0.373,,0.519,0.845,,0.046,275,,0.215,829,,0.192,0.417,,7.0,0.0
20,21.0,Philadelphia 76ers*,82,19730,0.436,10.8,,0.889,0.304,0.149,0.217,0.218,0.111,,0.453,0.592,0.395,0.345,0.405,0.299,,0.558,0.897,,0.024,141,,0.252,915,,0.238,0.406,,3.0,0.0
21,22.0,Phoenix Suns,82,19830,0.447,11.1,,0.842,0.33,0.142,0.162,0.208,0.158,,0.469,0.588,0.388,0.387,0.4,0.327,,0.567,0.796,,0.045,286,,0.257,959,,0.219,0.313,,7.0,0.0
22,23.0,Portland Trail Blazers*,82,19830,0.45,12.4,,0.802,0.307,0.123,0.117,0.255,0.198,,0.474,0.612,0.361,0.397,0.397,0.354,,0.602,0.856,,0.068,425,,0.213,752,,0.208,0.394,,11.0,0.0
23,24.0,Sacramento Kings*,82,19755,0.467,11.7,,0.834,0.317,0.135,0.104,0.278,0.166,,0.486,0.626,0.383,0.402,0.409,0.367,,0.56,0.866,,0.049,318,,0.235,971,,0.317,0.399,,8.0,0.0
24,25.0,San Antonio Spurs*,82,19855,0.458,11.2,,0.81,0.314,0.166,0.177,0.153,0.19,,0.48,0.643,0.407,0.369,0.356,0.362,,0.507,0.886,,0.061,358,,0.241,870,,0.364,0.44,,8.0,0.0
25,26.0,Seattle SuperSonics*,82,19830,0.469,11.8,,0.807,0.28,0.19,0.121,0.216,0.193,,0.49,0.636,0.387,0.393,0.446,0.378,,0.56,0.912,,0.047,277,,0.209,841,,0.261,0.374,,8.0,0.0
26,27.0,Toronto Raptors*,82,19755,0.434,12.2,,0.835,0.284,0.121,0.192,0.238,0.165,,0.451,0.578,0.395,0.377,0.387,0.349,,0.571,0.858,,0.045,275,,0.203,703,,0.214,0.418,,18.0,0.0
27,28.0,Utah Jazz*,82,19830,0.45,10.7,,0.868,0.38,0.102,0.124,0.261,0.132,,0.468,0.584,0.3,0.369,0.411,0.333,,0.678,0.871,,0.048,280,,0.306,1049,,0.215,0.343,,7.0,0.0
28,29.0,Washington Wizards,82,19730,0.441,12.5,,0.882,0.214,0.159,0.222,0.287,0.118,,0.448,0.631,0.324,0.394,0.422,0.388,,0.561,0.784,,0.041,267,,0.158,580,,0.168,0.439,,3.0,0.0
29,,League Average,82,19816,0.445,12.0,,0.819,0.287,0.148,0.153,0.23,0.181,,0.465,0.605,0.382,0.388,0.397,0.354,,0.564,0.856,,0.048,291,,0.214,783,,0.235,0.384,,10.8,0.3
